case;event;time;Owner First Name;Involved ST Function Div;Involved Org line 3
5600;0;04.05.2012-06:59:17;304;2;1
5600;7;04.05.2012-06:59:30;304;2;1
5600;0;04.05.2012-08:39:58;304;2;1
5600;7;04.05.2012-09:27:55;304;2;1
5600;0;04.05.2012-09:43:55;304;2;1
5600;1;04.05.2012-09:44:41;304;16;1
5600;0;04.05.2012-09:58:30;634;16;1
5600;1;04.05.2012-10:49:13;634;2;1
5600;0;05.05.2012-01:23:16;508;2;1
5600;1;05.05.2012-01:23:21;508;2;1
5600;0;08.05.2012-13:49:46;63;2;1
5600;3;08.05.2012-13:50:01;63;2;1
5600;0;08.05.2012-13:50:11;63;2;1
5600;3;08.05.2012-13:50:47;63;2;1
5600;0;09.05.2012-12:51:45;105;2;1
5600;5;09.05.2012-12:58:42;105;2;1
5600;0;09.05.2012-14:32:33;390;2;1
5600;2;09.05.2012-14:49:37;390;2;1
5600;4;09.05.2012-23:10:26;5;2;1
5601;0;03.05.2012-13:26:29;425;2;1
5601;0;03.05.2012-13:42:33;425;2;1
5601;7;03.05.2012-14:03:27;425;2;1
5601;0;03.05.2012-14:10:06;425;2;1
5601;0;03.05.2012-14:17:40;425;2;1
5601;1;03.05.2012-14:17:59;425;4;1
5601;0;03.05.2012-15:11:16;415;4;1
5601;1;07.05.2012-15:14:53;415;2;1
5601;0;07.05.2012-16:31:15;146;2;1
5601;5;07.05.2012-16:58:45;146;2;1
5601;2;08.05.2012-15:03:53;146;2;1
5601;4;15.05.2012-23:19:37;5;2;1
5602;0;03.05.2012-12:04:09;409;2;1
5602;0;03.05.2012-12:08:05;409;2;1
5602;9;03.05.2012-12:08:23;409;2;1
5603;0;03.05.2012-12:12:16;111;5;0
5603;0;03.05.2012-12:12:35;111;5;0
5603;5;03.05.2012-12:18:36;111;5;0
5603;0;03.05.2012-12:42:31;111;5;0
5603;1;03.05.2012-12:45:06;111;5;0
5603;0;03.05.2012-12:45:43;204;5;0
5603;1;03.05.2012-12:53:03;204;1;0
5603;0;03.05.2012-13:56:41;218;1;0
5603;1;03.05.2012-14:13:12;218;1;0
5603;0;04.05.2012-06:14:58;1273;1;0
5603;1;04.05.2012-06:17:14;1273;1;0
5603;0;04.05.2012-06:49:28;218;1;0
5603;1;04.05.2012-06:51:27;218;5;0
5603;0;04.05.2012-06:53:13;205;5;0
5603;1;04.05.2012-06:54:01;205;5;0
5603;0;04.05.2012-07:23:28;111;5;0
5603;2;04.05.2012-07:23:53;111;5;0
5603;4;04.05.2012-07:23:55;111;5;0
5604;0;03.05.2012-12:20:16;517;2;1
5604;0;03.05.2012-12:24:35;517;2;1
5604;9;03.05.2012-12:27:54;517;2;1
5605;0;03.05.2012-12:38:30;409;2;1
5605;0;03.05.2012-12:42:09;409;2;1
5605;9;03.05.2012-12:42:35;409;2;1
5606;0;03.05.2012-12:46:32;517;2;1
5606;0;03.05.2012-12:58:41;517;2;1
5606;9;03.05.2012-13:00:51;517;2;1
5607;0;03.05.2012-12:24:05;112;5;1
5607;0;03.05.2012-12:24:20;112;5;1
5607;2;03.05.2012-12:37:49;112;5;1
5607;4;04.05.2012-23:04:20;5;5;1
5608;0;03.05.2012-12:02:58;645;2;1
5608;0;03.05.2012-12:06:47;645;2;1
5608;5;03.05.2012-12:17:14;645;2;1
5608;1;03.05.2012-12:49:33;645;4;3
5608;1;03.05.2012-12:49:34;645;4;3
5608;0;03.05.2012-13:17:07;530;4;3
5608;5;03.05.2012-13:18:07;530;4;3
5608;2;04.05.2012-10:32:53;530;4;3
5608;4;11.05.2012-23:16:54;5;4;3
5609;0;03.05.2012-11:46:27;17;2;1
5609;0;03.05.2012-11:46:52;17;2;1
5609;1;03.05.2012-11:48:02;17;8;1
5609;0;03.05.2012-11:55:39;1262;8;1
5609;2;03.05.2012-12:10:19;1262;8;1
5609;4;10.05.2012-23:17:44;5;8;1
5610;0;03.05.2012-11:48:37;182;2;1
5610;5;03.05.2012-11:48:57;182;2;1
5610;5;03.05.2012-11:49:02;182;2;1
5610;2;03.05.2012-14:33:03;182;2;1
5610;4;10.05.2012-23:17:44;5;2;1
5611;0;03.05.2012-11:53:40;182;2;1
5611;0;03.05.2012-11:58:17;182;2;1
5611;5;03.05.2012-11:59:08;182;2;1
5611;2;03.05.2012-14:34:04;182;2;1
5611;4;10.05.2012-23:17:43;5;2;1
5612;0;03.05.2012-12:08:42;17;2;1
5612;0;03.05.2012-12:09:10;17;2;1
5612;1;03.05.2012-12:09:49;17;2;1
5612;0;03.05.2012-12:50:19;182;2;1
5612;1;03.05.2012-12:54:51;182;4;1
5612;0;03.05.2012-12:56:39;419;4;1
5612;3;03.05.2012-13:00:10;419;4;1
5612;0;03.05.2012-13:04:01;15;4;1
5612;5;03.05.2012-13:10:14;15;4;1
5612;2;04.05.2012-07:46:29;15;4;1
5612;4;04.05.2012-23:04:22;5;4;1
5613;0;03.05.2012-12:31:58;182;2;1
5613;0;03.05.2012-12:32:35;182;2;1
5613;2;03.05.2012-12:33:21;182;2;1
5613;4;10.05.2012-23:17:34;5;2;1
5614;0;03.05.2012-12:39:32;165;5;3
5614;0;03.05.2012-12:39:38;165;5;3
5614;7;03.05.2012-13:07:02;165;5;3
5614;1;03.05.2012-14:00:52;165;9;0
5614;0;03.05.2012-14:15:50;387;9;0
5614;3;03.05.2012-14:15:56;387;9;0
5614;0;03.05.2012-14:17:11;1377;9;0
5614;0;03.05.2012-14:17:23;1377;9;0
5614;8;03.05.2012-14:20:15;1377;9;0
5614;1;04.05.2012-18:29:27;1377;5;3
5614;0;04.05.2012-18:48:25;820;5;3
5614;3;04.05.2012-18:48:34;820;5;3
5614;0;04.05.2012-19:49:52;165;5;3
5614;2;04.05.2012-19:51:51;165;5;3
5614;4;04.05.2012-23:04:19;5;5;3
5615;0;03.05.2012-11:57:25;390;2;1
5615;0;03.05.2012-11:59:30;390;2;1
5615;0;03.05.2012-12:04:30;390;2;1
5615;1;03.05.2012-12:05:26;390;9;0
5615;0;03.05.2012-12:48:10;723;9;0
5615;5;03.05.2012-12:51:16;723;9;0
5615;2;03.05.2012-13:08:41;723;9;0
5615;4;10.05.2012-23:17:42;5;9;0
5616;0;03.05.2012-12:05:51;80;2;1
5616;0;03.05.2012-12:09:45;80;2;1
5616;9;03.05.2012-12:12:43;80;2;1
5617;0;03.05.2012-12:02:07;737;2;1
5617;0;03.05.2012-12:03:13;737;2;1
5617;0;03.05.2012-12:09:20;737;2;1
5617;1;03.05.2012-12:09:24;737;2;1
5617;0;03.05.2012-12:22:13;56;2;1
5617;1;03.05.2012-12:22:35;56;6;6
5617;0;03.05.2012-12:38:25;14;6;6
5617;1;03.05.2012-12:46:07;14;2;1
5617;0;03.05.2012-12:51:21;85;2;1
5617;1;03.05.2012-12:54:00;85;7;0
5617;0;03.05.2012-13:01:29;699;7;0
5617;2;03.05.2012-14:09:31;699;7;0
5617;4;10.05.2012-23:17:41;5;7;0
5618;0;03.05.2012-12:20:48;736;2;1
5618;0;03.05.2012-12:21:03;736;2;1
5618;9;03.05.2012-12:21:48;736;2;1
5619;0;03.05.2012-12:06:07;1250;6;3
5619;0;03.05.2012-12:06:48;1250;6;3
5619;1;03.05.2012-12:25:46;1250;2;1
5619;1;03.05.2012-12:25:47;1250;2;1
5619;0;03.05.2012-12:32:30;150;2;1
5619;3;03.05.2012-12:32:34;150;2;1
5619;0;03.05.2012-12:45:17;217;2;1
5619;1;03.05.2012-12:57:59;217;6;3
5619;0;03.05.2012-13:26:49;1258;6;3
5619;5;03.05.2012-13:28:56;1258;6;3
5619;3;03.05.2012-14:11:50;1258;6;3
5619;0;04.05.2012-04:28:17;1253;6;3
5619;5;04.05.2012-04:28:38;1253;6;3
5619;0;04.05.2012-04:29:48;1253;6;3
5619;2;04.05.2012-10:52:50;1250;6;3
5619;4;11.05.2012-23:16:54;5;6;3
5620;0;03.05.2012-12:19:19;737;2;1
5620;0;03.05.2012-12:19:49;737;2;1
5620;1;03.05.2012-12:36:32;737;4;1
5620;1;03.05.2012-12:36:33;737;4;1
5620;0;03.05.2012-12:51:30;283;4;1
5620;2;03.05.2012-13:01:12;283;4;1
5620;4;10.05.2012-23:17:36;5;4;1
5621;0;03.05.2012-12:39:02;736;2;1
5621;0;03.05.2012-12:39:07;736;2;1
5621;0;03.05.2012-12:40:58;736;2;1
5621;1;03.05.2012-12:41:35;736;2;1
5621;0;03.05.2012-12:42:24;85;2;1
5621;1;03.05.2012-12:45:12;85;2;1
5621;0;03.05.2012-12:45:16;85;2;1
5621;1;03.05.2012-12:45:54;85;7;0
5621;0;03.05.2012-13:01:03;699;7;0
5621;2;03.05.2012-14:04:48;699;7;0
5621;4;10.05.2012-23:17:32;5;7;0
5622;0;03.05.2012-13:02:07;737;2;1
5622;0;03.05.2012-13:02:24;737;2;1
5622;0;03.05.2012-13:03:57;737;2;1
5622;1;03.05.2012-13:06:36;737;2;1
5622;0;03.05.2012-13:07:09;737;2;1
5622;1;03.05.2012-13:07:40;737;2;1
5622;0;03.05.2012-13:14:04;85;2;1
5622;1;03.05.2012-13:15:18;85;7;0
5622;0;03.05.2012-13:17:34;699;7;0
5622;2;03.05.2012-14:03:00;699;7;0
5622;4;10.05.2012-23:17:25;5;7;0
5623;0;03.05.2012-12:59:43;197;2;1
5623;0;03.05.2012-13:01:28;197;2;1
5623;5;03.05.2012-13:13:49;197;2;1
5623;0;03.05.2012-15:02:30;197;2;1
5623;9;03.05.2012-15:02:33;197;2;1
5624;0;03.05.2012-12:34:00;835;2;1
5624;0;03.05.2012-12:34:10;835;2;1
5624;1;03.05.2012-12:55:48;835;2;1
5624;0;03.05.2012-12:56:01;33;2;1
5624;3;03.05.2012-12:56:17;33;2;1
5624;0;03.05.2012-13:23:52;567;2;1
5624;5;03.05.2012-13:23:59;567;2;1
5624;2;04.05.2012-11:21:46;567;2;1
5624;4;11.05.2012-23:16:50;5;2;1
5625;0;03.05.2012-12:31:50;460;2;1
5625;0;03.05.2012-12:32:35;460;2;1
5625;9;03.05.2012-13:11:41;460;2;1
5626;0;03.05.2012-12:45:45;31;2;1
5626;0;03.05.2012-12:46:16;31;2;1
5626;2;03.05.2012-12:56:50;31;2;1
5626;4;10.05.2012-23:17:29;5;2;1
5627;0;03.05.2012-13:31:24;460;2;1
5627;0;03.05.2012-13:31:55;460;2;1
5627;9;03.05.2012-13:37:48;460;2;1
5628;0;03.05.2012-13:04:02;835;2;1
5628;0;03.05.2012-13:06:45;835;2;1
5628;1;03.05.2012-13:51:37;835;4;1
5628;0;03.05.2012-13:57:38;1058;4;1
5628;5;03.05.2012-14:12:51;1058;4;1
5628;2;04.05.2012-10:32:13;1058;4;1
5628;4;04.05.2012-23:04:16;5;4;1
5629;0;03.05.2012-11:59:03;639;12;0
5629;0;03.05.2012-11:59:40;639;12;0
5629;1;03.05.2012-11:59:48;639;12;0
5629;0;03.05.2012-12:07:16;292;12;0
5629;5;03.05.2012-12:23:25;292;12;0
5629;2;04.05.2012-14:03:55;292;12;0
5629;4;11.05.2012-23:16:54;5;12;0
5630;0;03.05.2012-12:45:34;25;5;1
5630;0;03.05.2012-12:45:49;25;5;1
5630;8;03.05.2012-13:04:58;25;5;1
5630;8;06.05.2012-13:15:12;5;5;1
5630;8;07.05.2012-10:30:37;25;5;1
5630;3;07.05.2012-17:20:00;25;5;1
5630;0;08.05.2012-07:20:06;145;5;1
5630;8;08.05.2012-07:34:33;145;5;1
5630;8;10.05.2012-10:30:39;5;5;1
5630;2;15.05.2012-06:18:45;145;5;1
5630;4;15.05.2012-23:19:39;5;5;1
5631;0;03.05.2012-12:34:43;1213;2;1
5631;0;03.05.2012-12:39:58;1213;2;1
5631;1;03.05.2012-12:42:01;1213;2;3
5631;0;03.05.2012-14:15:25;691;2;3
5631;5;03.05.2012-14:39:59;691;2;3
5631;2;03.05.2012-18:13:08;691;2;3
5631;4;03.05.2012-23:03:03;5;2;3
5632;0;03.05.2012-12:45:57;481;2;1
5632;0;03.05.2012-12:48:12;481;2;1
5632;1;03.05.2012-12:51:12;481;2;1
5632;0;03.05.2012-13:16:41;727;2;1
5632;1;03.05.2012-13:17:24;727;2;1
5632;0;03.05.2012-13:28:31;191;2;1
5632;3;03.05.2012-13:28:42;191;2;1
5632;0;03.05.2012-13:34:19;358;2;1
5632;5;03.05.2012-13:37:54;358;2;1
5632;0;03.05.2012-14:49:37;197;2;1
5632;1;03.05.2012-14:57:40;197;4;1
5632;0;03.05.2012-14:57:47;197;2;1
5632;1;03.05.2012-14:58:27;197;2;1
5632;0;04.05.2012-08:28:55;360;2;1
5632;3;04.05.2012-08:28:59;360;2;1
5632;0;04.05.2012-08:56:31;727;2;1
5632;1;04.05.2012-08:58:05;727;6;5
5632;0;04.05.2012-10:17:08;247;6;5
5632;1;04.05.2012-10:18:42;247;2;1
5632;0;04.05.2012-11:43:15;360;2;1
5632;3;04.05.2012-11:43:20;360;2;1
5632;0;04.05.2012-12:00:38;727;2;1
5632;2;04.05.2012-12:03:40;727;2;1
5632;4;11.05.2012-23:16:49;5;2;1
5633;0;03.05.2012-12:02:06;788;2;1
5633;0;03.05.2012-12:02:34;788;2;1
5633;9;03.05.2012-12:08:41;788;2;1
5634;0;03.05.2012-12:12:56;788;2;1
5634;0;03.05.2012-12:13:16;788;2;1
5634;9;03.05.2012-12:16:20;788;2;1
5635;0;03.05.2012-12:33:44;48;5;1
5635;0;03.05.2012-12:34:09;48;5;1
5635;1;03.05.2012-12:57:36;48;5;0
5635;0;03.05.2012-12:57:56;48;5;1
5635;1;03.05.2012-12:58:14;48;5;0
5635;0;03.05.2012-17:04:23;83;5;0
5635;1;03.05.2012-17:06:49;83;6;8
5635;0;04.05.2012-10:55:14;107;6;8
5635;1;04.05.2012-10:55:58;107;5;0
5635;0;04.05.2012-12:36:48;106;5;0
5635;1;04.05.2012-12:38:13;106;5;1
5635;0;04.05.2012-12:39:01;36;5;1
5635;3;04.05.2012-12:39:10;36;5;1
5635;0;04.05.2012-14:09:58;48;5;1
5635;7;04.05.2012-14:36:55;48;5;1
5635;2;08.05.2012-10:07:49;48;5;1
5635;4;08.05.2012-23:08:48;5;5;1
5636;0;03.05.2012-12:19:00;788;2;1
5636;0;03.05.2012-12:19:28;788;2;1
5636;0;03.05.2012-12:21:27;788;2;1
5636;1;03.05.2012-12:21:35;788;2;3
5636;0;03.05.2012-12:25:11;826;2;3
5636;1;03.05.2012-13:30:57;826;2;3
5636;0;03.05.2012-16:23:41;163;2;3
5636;7;03.05.2012-17:18:02;163;2;3
5636;8;03.05.2012-17:50:13;163;2;3
5636;1;07.05.2012-17:51:10;163;2;3
5636;0;07.05.2012-18:02:23;826;2;3
5636;2;08.05.2012-20:52:40;826;2;3
5636;4;08.05.2012-23:08:49;5;2;3
5637;0;03.05.2012-12:02:14;27;5;0
5637;0;03.05.2012-12:02:24;27;5;0
5637;0;03.05.2012-12:08:33;27;5;0
5637;1;03.05.2012-12:08:47;27;5;0
5637;0;04.05.2012-07:37:26;74;5;0
5637;3;04.05.2012-08:03:14;74;5;0
5637;0;04.05.2012-08:04:13;214;5;0
5637;10;04.05.2012-09:21:37;214;5;0
5637;1;07.05.2012-10:32:24;214;5;0
5637;0;07.05.2012-12:21:42;27;5;0
5637;2;07.05.2012-12:25:21;27;5;0
5637;4;07.05.2012-12:25:26;27;5;0
5638;0;03.05.2012-12:25:46;16;2;1
5638;0;03.05.2012-12:26:36;16;2;1
5638;5;03.05.2012-12:30:20;16;2;1
5638;1;03.05.2012-12:30:23;16;2;1
5638;0;03.05.2012-12:55:56;664;2;1
5638;5;03.05.2012-12:55:57;664;2;1
5638;0;07.05.2012-09:02:58;664;2;1
5638;5;07.05.2012-09:04:19;664;2;1
5638;0;07.05.2012-09:29:11;747;2;1
5638;2;07.05.2012-09:30:46;747;2;1
5638;4;14.05.2012-23:20:27;5;2;1
5639;0;03.05.2012-12:14:47;186;2;1
5639;0;03.05.2012-12:16:55;186;2;1
5639;1;03.05.2012-12:17:03;186;2;1
5639;0;03.05.2012-12:40:50;1052;2;1
5639;2;03.05.2012-13:03:01;1052;2;1
5639;4;03.05.2012-23:03:05;5;2;1
5640;0;03.05.2012-12:00:43;174;2;1
5640;0;03.05.2012-12:01:32;174;2;1
5640;9;03.05.2012-12:09:09;174;2;1
5641;0;03.05.2012-12:16:04;355;2;1
5641;0;03.05.2012-12:17:44;355;2;1
5641;9;03.05.2012-12:23:19;355;2;1
5642;0;03.05.2012-12:16:42;56;2;1
5642;0;03.05.2012-12:18:26;56;2;1
5642;1;03.05.2012-12:18:40;56;2;1
5642;0;03.05.2012-12:38:06;49;2;1
5642;2;04.05.2012-06:17:09;49;2;1
5642;4;11.05.2012-23:16:52;5;2;1
5643;0;03.05.2012-13:10:03;351;6;6
5643;0;03.05.2012-13:10:09;351;6;6
5643;2;03.05.2012-13:10:26;351;6;6
5643;4;10.05.2012-23:17:23;5;6;6
5644;0;03.05.2012-12:26:41;355;2;1
5644;0;03.05.2012-12:31:15;355;2;1
5644;9;03.05.2012-15:59:44;355;2;1
5645;0;03.05.2012-12:42:35;56;2;1
5645;0;03.05.2012-12:44:44;56;2;1
5645;1;03.05.2012-12:46:07;56;2;1
5645;0;03.05.2012-12:46:09;56;2;1
5645;1;03.05.2012-12:46:54;56;7;0
5645;0;03.05.2012-13:00:51;699;7;0
5645;2;03.05.2012-14:03:57;699;7;0
5645;4;10.05.2012-23:17:30;5;7;0
5646;0;03.05.2012-12:33:14;241;6;1
5646;0;03.05.2012-12:33:59;241;6;1
5646;1;03.05.2012-12:38:04;241;7;0
5646;0;03.05.2012-13:46:58;297;7;0
5646;5;03.05.2012-15:35:19;297;7;0
5646;2;04.05.2012-07:21:00;297;7;0
5646;4;11.05.2012-23:16:50;5;7;0
5647;0;03.05.2012-12:17:18;298;6;7
5647;0;03.05.2012-12:19:28;298;6;7
5647;1;03.05.2012-12:24:00;298;17;1
5647;0;03.05.2012-13:23:40;1182;17;1
5647;1;03.05.2012-13:32:37;1182;6;7
5647;0;03.05.2012-15:25:49;393;6;7
5647;3;03.05.2012-15:26:07;393;6;7
5647;0;04.05.2012-10:36:05;1182;17;1
5647;3;04.05.2012-10:36:29;1182;17;1
5647;0;07.05.2012-13:04:32;1378;17;1
5647;2;07.05.2012-13:06:21;1378;17;1
5647;4;14.05.2012-23:20:28;5;17;1
5648;0;03.05.2012-13:04:08;109;5;1
5648;0;03.05.2012-13:04:35;109;5;1
5648;1;03.05.2012-13:14:29;109;5;0
5648;0;03.05.2012-19:39:28;83;5;0
5648;1;03.05.2012-19:43:42;83;5;1
5648;0;04.05.2012-07:44:17;124;5;1
5648;3;04.05.2012-07:44:23;124;5;1
5648;0;04.05.2012-09:30:19;109;5;1
5648;2;04.05.2012-09:31:19;109;5;1
5648;4;04.05.2012-23:04:16;5;5;1
5649;0;03.05.2012-13:14:45;109;5;1
5649;0;03.05.2012-13:16:28;109;5;1
5649;6;03.05.2012-13:36:19;109;5;1
5649;0;03.05.2012-15:17:17;124;5;1
5649;3;03.05.2012-15:22:25;124;5;1
5649;0;04.05.2012-09:25:08;109;5;1
5649;2;04.05.2012-09:29:03;109;5;1
5649;4;04.05.2012-23:04:15;5;5;1
5650;0;03.05.2012-12:27:11;774;2;1
5650;0;03.05.2012-12:28:58;774;2;1
5650;1;03.05.2012-12:33:28;774;2;1
5650;0;03.05.2012-12:40:24;33;2;1
5650;3;03.05.2012-12:40:33;33;2;1
5650;0;03.05.2012-14:41:46;182;2;1
5650;3;03.05.2012-14:47:39;182;2;1
5650;0;03.05.2012-15:14:19;32;2;1
5650;1;03.05.2012-15:14:45;32;2;1
5650;0;03.05.2012-15:21:05;17;2;1
5650;1;03.05.2012-15:23:38;17;4;1
5650;0;03.05.2012-15:26:16;218;4;1
5650;3;03.05.2012-15:26:22;218;4;1
5650;0;03.05.2012-15:27:17;80;4;1
5650;1;03.05.2012-15:41:14;80;2;1
5650;0;03.05.2012-15:42:11;32;2;1
5650;3;03.05.2012-15:42:25;32;2;1
5650;0;03.05.2012-15:44:17;182;2;1
5650;5;03.05.2012-15:44:21;182;2;1
5650;3;04.05.2012-13:54:50;182;2;1
5650;0;04.05.2012-14:03:07;32;2;1
5650;1;04.05.2012-14:04:30;32;2;1
5650;0;04.05.2012-14:05:17;16;2;1
5650;1;04.05.2012-14:06:10;16;4;1
5650;0;04.05.2012-14:39:04;1156;4;1
5650;1;04.05.2012-14:56:57;1156;2;1
5650;0;04.05.2012-15:00:15;17;2;1
5650;1;04.05.2012-15:05:42;17;4;1
5650;0;04.05.2012-15:06:46;450;4;1
5650;3;04.05.2012-15:09:36;450;4;1
5650;0;04.05.2012-15:24:27;391;4;1
5650;2;04.05.2012-15:28:13;391;4;1
5650;4;11.05.2012-23:16:51;5;4;1
5651;0;03.05.2012-12:05:59;390;2;1
5651;0;03.05.2012-12:47:28;390;2;1
5651;9;03.05.2012-12:49:01;390;2;1
5652;0;03.05.2012-12:16:42;531;2;1
5652;0;03.05.2012-12:53:48;531;2;1
5652;1;03.05.2012-12:56:21;531;2;1
5652;0;03.05.2012-13:22:46;182;2;1
5652;7;03.05.2012-13:22:52;182;2;1
5652;1;03.05.2012-13:22:55;182;2;1
5652;0;04.05.2012-08:12:45;576;2;1
5652;1;04.05.2012-08:13:38;576;2;1
5652;0;04.05.2012-09:59:43;16;2;1
5652;2;04.05.2012-10:53:13;16;2;1
5652;4;11.05.2012-23:16:52;5;2;1
5653;0;03.05.2012-12:19:32;80;2;1
5653;0;03.05.2012-12:25:32;80;2;1
5653;2;03.05.2012-12:27:31;80;2;1
5653;0;03.05.2012-15:31:53;273;2;1
5653;2;03.05.2012-15:33:24;273;2;1
5653;4;10.05.2012-23:17:36;5;2;1
5654;0;03.05.2012-12:20:48;70;2;1
5654;0;03.05.2012-12:24:43;70;2;1
5654;1;03.05.2012-12:41:43;70;2;1
5654;0;03.05.2012-12:55:01;16;2;1
5654;5;03.05.2012-12:56:15;16;2;1
5654;0;03.05.2012-13:50:57;737;2;1
5654;2;03.05.2012-14:16:57;737;2;1
5654;4;10.05.2012-23:17:36;5;2;1
5655;0;03.05.2012-16:48:09;623;2;1
5655;0;03.05.2012-16:49:47;623;2;1
5655;0;03.05.2012-17:45:52;579;2;1
5655;2;03.05.2012-17:47:46;579;2;1
5655;4;03.05.2012-23:02:34;5;2;1
5656;0;03.05.2012-12:57:55;416;2;1
5656;0;03.05.2012-13:38:24;416;2;1
5656;9;03.05.2012-13:39:06;416;2;1
5657;0;03.05.2012-12:51:37;3;5;1
5657;0;03.05.2012-12:52:39;3;5;1
5657;1;03.05.2012-14:06:57;3;5;0
5657;0;03.05.2012-20:14:31;83;5;0
5657;1;03.05.2012-20:15:28;83;5;0
5657;0;04.05.2012-15:49:41;285;5;0
5657;6;04.05.2012-15:49:56;285;5;0
5657;1;10.05.2012-15:29:23;285;5;0
5657;0;10.05.2012-16:40:10;120;5;0
5657;1;10.05.2012-16:40:33;120;5;1
5657;0;10.05.2012-16:53:43;3;5;1
5657;7;10.05.2012-16:54:09;3;5;1
5657;2;11.05.2012-15:42:35;3;5;1
5657;4;11.05.2012-23:16:49;5;5;1
5658;0;03.05.2012-13:04:21;605;2;1
5658;0;03.05.2012-13:05:55;605;2;1
5658;9;03.05.2012-13:26:08;605;2;1
5659;0;03.05.2012-13:04:12;645;2;1
5659;0;03.05.2012-13:04:52;645;2;1
5659;9;03.05.2012-13:08:09;645;2;1
5660;3;03.05.2012-13:14:16;30;9;0
5660;3;14.05.2012-15:02:03;1379;9;0
5660;2;15.05.2012-11:56:48;1379;9;0
5661;0;03.05.2012-12:10:50;53;2;1
5661;0;03.05.2012-12:11:04;53;2;1
5661;1;03.05.2012-12:46:46;53;9;0
5661;0;03.05.2012-13:23:44;605;9;0
5661;6;03.05.2012-13:25:18;605;9;0
5661;2;09.05.2012-07:07:08;605;9;0
5661;4;09.05.2012-23:10:19;5;9;0
5662;0;03.05.2012-12:11:03;31;2;1
5662;0;03.05.2012-12:11:12;31;2;1
5662;2;03.05.2012-12:12:37;31;2;1
5662;4;10.05.2012-23:17:39;5;2;1
5663;0;03.05.2012-12:41:15;709;2;1
5663;0;03.05.2012-12:42:15;709;2;1
5663;0;03.05.2012-12:47:56;709;2;1
5663;1;03.05.2012-12:48:04;709;4;1
5663;0;03.05.2012-12:50:11;283;4;1
5663;1;03.05.2012-12:50:46;283;6;5
5663;0;03.05.2012-12:52:12;875;6;5
5663;0;03.05.2012-12:56:14;1058;4;1
5663;1;03.05.2012-12:58:36;1058;6;5
5663;0;03.05.2012-13:00:24;875;6;5
5663;2;03.05.2012-15:46:28;875;6;5
5663;4;10.05.2012-23:17:31;5;6;5
5664;0;03.05.2012-12:14:40;79;6;8
5664;0;03.05.2012-12:15:18;79;6;8
5664;1;03.05.2012-12:21:19;79;5;0
5664;0;03.05.2012-12:22:40;39;5;0
5664;1;03.05.2012-12:23:03;39;5;0
5664;0;03.05.2012-18:10:42;146;5;0
5664;7;03.05.2012-19:13:35;146;5;0
5664;1;03.05.2012-19:16:51;146;5;0
5664;0;04.05.2012-04:55:51;39;5;0
5664;1;04.05.2012-04:56:09;39;6;8
5664;0;04.05.2012-09:37:44;79;6;8
5664;1;04.05.2012-09:38:02;79;5;0
5664;0;04.05.2012-09:39:23;39;5;0
5664;1;04.05.2012-09:39:38;39;5;0
5664;1;04.05.2012-09:39:39;39;5;0
5664;0;04.05.2012-13:18:50;83;5;0
5664;1;04.05.2012-13:37:00;83;5;0
5664;0;04.05.2012-13:49:52;285;5;0
5664;1;04.05.2012-14:44:42;285;5;0
5664;0;04.05.2012-16:45:29;120;5;0
5664;1;04.05.2012-16:46:32;120;5;0
5664;0;07.05.2012-08:58:55;39;5;0
5664;1;07.05.2012-08:59:12;39;6;8
5664;0;07.05.2012-12:52:03;79;6;8
5664;2;07.05.2012-12:52:28;79;6;8
5664;4;14.05.2012-23:20:28;5;6;8
5665;0;03.05.2012-13:14:57;182;6;12
5665;0;03.05.2012-13:16:14;182;6;12
5665;1;03.05.2012-13:16:37;182;6;12
5665;0;03.05.2012-13:26:10;237;6;12
5665;10;03.05.2012-13:48:53;237;6;12
5665;2;04.05.2012-07:27:21;237;6;12
5665;4;04.05.2012-23:04:15;5;6;12
5666;0;03.05.2012-12:20:18;29;2;1
5666;0;03.05.2012-12:26:12;29;2;1
5666;1;03.05.2012-12:26:45;29;2;1
5666;0;03.05.2012-12:30:58;85;2;1
5666;1;03.05.2012-12:35:44;85;7;0
5666;0;03.05.2012-12:38:22;699;7;0
5666;2;03.05.2012-14:06:30;699;7;0
5666;4;10.05.2012-23:17:36;5;7;0
5667;0;03.05.2012-12:32:13;419;2;1
5667;0;03.05.2012-12:43:12;419;2;1
5667;1;03.05.2012-12:53:35;419;2;1
5667;1;03.05.2012-12:53:36;419;2;1
5667;0;03.05.2012-12:54:56;33;2;1
5667;3;03.05.2012-12:55:08;33;2;1
5667;0;03.05.2012-13:23:39;567;2;1
5667;5;03.05.2012-13:23:45;567;2;1
5667;2;04.05.2012-11:15:44;567;2;1
5667;4;11.05.2012-23:16:51;5;2;1
5668;0;03.05.2012-12:26:55;1354;2;1
5668;0;03.05.2012-12:35:02;1354;2;1
5668;7;03.05.2012-12:37:50;1354;2;1
5668;0;03.05.2012-12:39:26;28;2;1
5668;2;03.05.2012-12:49:27;28;2;1
5668;4;10.05.2012-23:17:35;5;2;1
5669;0;03.05.2012-12:21:57;358;2;1
5669;0;03.05.2012-12:27:17;358;2;1
5669;9;03.05.2012-12:29:28;358;2;1
5670;0;03.05.2012-12:53:00;94;2;1
5670;0;03.05.2012-12:53:17;94;2;1
5670;2;03.05.2012-12:55:37;94;2;1
5670;4;03.05.2012-23:03:00;5;2;1
