case;event;time;case Document Type;case GR-Based Inv. Verif.;event org:resource
12889;0;18.01.2018-12:27:00;1;1;85
12889;2;17.02.2018-07:28:00;1;1;1
12889;3;26.04.2018-11:14:00;1;1;2
12890;0;18.01.2018-12:28:00;1;0;168
12890;21;18.01.2018-12:45:00;1;0;42
12890;1;19.01.2018-15:45:00;1;0;43
12890;2;22.01.2018-13:22:00;1;0;24
12890;3;29.03.2018-15:08:00;1;0;2
12891;0;18.01.2018-12:28:00;1;0;168
12891;21;18.01.2018-12:45:00;1;0;42
12891;1;19.01.2018-15:45:00;1;0;43
12891;2;22.01.2018-13:11:00;1;0;24
12891;3;29.03.2018-15:08:00;1;0;2
12892;0;18.01.2018-12:30:00;1;0;56
12892;2;22.01.2018-10:34:00;1;0;16
12892;1;23.01.2018-08:42:00;1;0;123
12892;9;23.01.2018-17:03:00;1;0;6
12892;3;15.02.2018-16:00:00;1;0;2
12893;0;18.01.2018-12:30:00;1;0;56
12893;2;22.01.2018-10:34:00;1;0;16
12893;1;23.01.2018-08:42:00;1;0;123
12893;9;23.01.2018-17:03:00;1;0;6
12893;3;15.02.2018-16:00:00;1;0;2
12894;0;18.01.2018-12:30:00;1;0;56
12894;2;22.01.2018-10:34:00;1;0;16
12894;1;23.01.2018-08:42:00;1;0;123
12894;9;23.01.2018-17:03:00;1;0;6
12894;3;15.02.2018-16:00:00;1;0;2
12895;0;18.01.2018-12:30:00;1;0;168
12895;1;22.01.2018-15:26:00;1;0;78
12895;2;05.02.2018-15:56:00;1;0;1
12895;3;08.03.2018-13:21:00;1;0;4
12896;0;18.01.2018-12:35:00;1;0;72
12896;1;19.02.2018-13:35:00;1;0;44
12896;2;22.02.2018-11:37:00;1;0;8
12896;3;26.04.2018-11:14:00;1;0;2
12897;0;18.01.2018-12:35:00;1;0;72
12897;1;19.02.2018-13:35:00;1;0;44
12897;2;22.02.2018-11:37:00;1;0;8
12897;3;26.04.2018-11:14:00;1;0;2
12898;0;18.01.2018-12:43:00;1;0;72
12898;1;01.02.2018-13:56:00;1;0;44
12898;2;10.02.2018-08:10:00;1;0;7
12898;3;29.03.2018-15:08:00;1;0;2
12899;0;18.01.2018-12:43:00;1;0;72
12899;1;01.02.2018-13:56:00;1;0;44
12899;2;10.02.2018-08:10:00;1;0;7
12899;3;29.03.2018-15:08:00;1;0;2
12900;0;18.01.2018-12:43:00;1;0;168
12900;21;18.01.2018-13:15:00;1;0;42
12900;1;22.01.2018-15:11:00;1;0;78
12900;2;23.01.2018-09:57:00;1;0;16
12900;3;29.03.2018-15:08:00;1;0;2
12901;0;18.01.2018-12:51:00;1;0;72
12901;1;07.02.2018-12:00:00;1;0;44
12901;3;26.04.2018-11:13:00;1;0;2
12902;0;18.01.2018-12:51:00;1;0;72
12902;1;07.02.2018-12:00:00;1;0;44
12902;3;26.04.2018-11:13:00;1;0;2
12903;0;18.01.2018-12:51:00;1;0;95
12903;9;16.03.2018-16:28:00;1;0;6
12903;3;29.03.2018-15:08:00;1;0;2
12904;0;18.01.2018-12:51:00;1;0;95
12904;2;30.03.2018-06:25:00;1;0;1
12904;3;24.05.2018-13:34:00;1;0;2
12905;0;18.01.2018-12:54:00;1;1;157
12905;1;19.01.2018-08:37:00;1;1;140
12905;2;29.01.2018-10:11:00;1;1;16
12905;3;29.03.2018-15:09:00;1;1;2
12906;0;18.01.2018-12:54:00;1;1;157
12906;1;19.01.2018-08:37:00;1;1;140
12906;2;29.01.2018-10:11:00;1;1;16
12906;3;29.03.2018-15:09:00;1;1;2
12907;0;18.01.2018-13:07:00;1;0;87
12907;1;31.01.2018-08:17:00;1;0;118
12907;3;29.03.2018-15:07:00;1;0;2
12908;0;18.01.2018-13:15:00;1;0;138
12909;0;18.01.2018-13:16:00;1;0;138
12910;0;18.01.2018-13:16:00;1;0;138
12911;0;18.01.2018-13:18:00;1;0;108
12911;17;18.01.2018-14:55:00;1;0;108
12911;1;07.02.2018-13:13:00;1;0;109
12911;2;09.02.2018-12:12:00;1;0;3
12911;3;26.04.2018-11:11:00;1;0;2
12912;0;18.01.2018-13:18:00;1;0;108
12912;17;18.01.2018-14:55:00;1;0;108
12912;1;07.02.2018-13:14:00;1;0;109
12912;2;09.02.2018-12:12:00;1;0;3
12912;3;26.04.2018-11:11:00;1;0;2
12913;0;18.01.2018-13:18:00;1;0;108
12913;17;18.01.2018-14:55:00;1;0;108
12913;1;07.02.2018-13:15:00;1;0;109
12913;2;09.02.2018-12:12:00;1;0;3
12913;3;26.04.2018-11:11:00;1;0;2
12914;0;18.01.2018-13:28:00;1;0;138
12915;0;18.01.2018-13:29:00;1;0;138
12916;0;18.01.2018-13:32:00;1;0;181
12916;1;27.01.2018-10:04:00;1;0;196
12917;0;18.01.2018-13:33:00;1;0;108
12917;1;09.02.2018-14:20:00;1;0;109
12917;2;14.02.2018-11:25:00;1;0;7
12917;3;29.03.2018-15:06:00;1;0;2
12918;0;18.01.2018-13:33:00;1;0;108
12918;1;09.02.2018-14:21:00;1;0;109
12918;2;14.02.2018-11:25:00;1;0;7
12918;3;29.03.2018-15:06:00;1;0;2
12919;0;18.01.2018-13:33:00;1;0;108
12919;1;09.02.2018-14:21:00;1;0;109
12919;2;14.02.2018-11:25:00;1;0;7
12919;3;29.03.2018-15:06:00;1;0;2
12920;0;18.01.2018-13:33:00;1;0;108
12920;1;31.01.2018-15:20:00;1;0;109
12920;2;13.02.2018-14:19:00;1;0;12
12920;3;29.03.2018-15:06:00;1;0;2
12921;0;18.01.2018-13:33:00;1;0;108
12921;1;09.02.2018-14:21:00;1;0;109
12921;2;14.02.2018-11:25:00;1;0;7
12921;3;29.03.2018-15:06:00;1;0;2
12922;0;18.01.2018-13:33:00;1;0;108
12922;1;09.02.2018-14:22:00;1;0;109
12922;2;14.02.2018-11:25:00;1;0;7
12922;3;29.03.2018-15:06:00;1;0;2
12923;0;18.01.2018-13:33:00;1;0;108
12923;1;09.02.2018-14:22:00;1;0;109
12923;2;14.02.2018-11:25:00;1;0;7
12923;3;29.03.2018-15:06:00;1;0;2
12924;0;18.01.2018-13:33:00;1;0;181
12924;1;01.02.2018-20:01:00;1;0;98
12925;0;18.01.2018-13:37:00;1;0;70
12925;1;26.01.2018-10:28:00;1;0;47
12925;3;24.05.2018-13:33:00;1;0;2
12926;0;18.01.2018-13:38:00;1;0;108
12926;1;24.01.2018-11:34:00;1;0;107
12926;2;06.02.2018-16:21:00;1;0;8
12926;3;29.03.2018-15:06:00;1;0;2
12927;0;18.01.2018-13:42:00;1;0;56
12927;2;21.02.2018-14:49:00;1;0;7
12927;17;05.03.2018-15:17:00;1;0;56
12927;1;08.03.2018-08:02:00;1;0;57
12927;9;08.03.2018-15:58:00;1;0;6
12927;3;13.03.2018-14:48:00;1;0;4
12928;0;18.01.2018-13:44:00;1;0;181
12928;1;29.01.2018-10:37:00;1;0;112
12928;2;01.02.2018-10:23:00;1;0;12
12928;3;29.03.2018-15:06:00;1;0;2
12929;0;18.01.2018-13:44:00;1;1;51
12929;1;23.01.2018-10:13:00;1;1;83
12929;3;08.03.2018-13:22:00;1;1;4
12930;0;18.01.2018-13:47:00;1;0;181
12930;1;30.01.2018-13:18:00;1;0;196
12930;2;01.02.2018-10:46:00;1;0;12
12930;3;29.03.2018-15:06:00;1;0;2
12931;0;18.01.2018-13:50:00;1;0;181
12931;2;30.01.2018-15:57:00;1;0;16
12931;1;31.01.2018-09:47:00;1;0;196
12931;9;31.01.2018-16:42:00;1;0;6
12931;3;29.03.2018-15:06:00;1;0;2
12932;0;18.01.2018-13:50:00;1;0;177
12932;6;18.01.2018-15:31:00;1;0;178
12932;7;20.12.2018-14:20:00;1;0;33
12933;0;07.02.2018-12:41:00;1;0;177
12933;15;12.02.2018-13:51:00;1;0;177
12934;0;18.01.2018-13:52:00;1;0;181
12934;1;02.02.2018-17:03:00;1;0;99
12934;2;13.02.2018-12:03:00;1;0;12
12934;3;26.04.2018-11:11:00;1;0;2
12935;0;18.01.2018-13:52:00;1;0;146
12935;3;19.02.2018-16:54:00;1;0;6
12936;0;18.01.2018-13:56:00;1;0;108
12936;1;29.01.2018-14:45:00;1;0;109
12936;2;31.01.2018-13:15:00;1;0;12
12936;3;08.03.2018-13:20:00;1;0;4
12937;0;18.01.2018-13:56:00;1;0;111
12937;2;24.02.2018-09:29:00;1;0;3
12937;14;26.02.2018-14:46:00;1;0;93
12937;9;26.02.2018-17:26:00;1;0;6
12937;1;26.02.2018-17:51:00;1;0;110
12937;3;09.05.2018-14:08:00;1;0;2
12938;0;18.01.2018-13:59:00;1;0;181
12938;1;01.02.2018-14:55:00;1;0;196
12938;3;29.03.2018-15:10:00;1;0;2
12939;0;18.01.2018-14:01:00;1;0;224
12939;1;24.01.2018-13:46:00;1;0;80
12939;2;25.01.2018-14:00:00;1;0;24
12939;3;15.03.2018-14:13:00;1;0;4
12940;0;18.01.2018-14:01:00;1;0;224
12940;1;24.01.2018-13:46:00;1;0;80
12940;2;25.01.2018-14:00:00;1;0;24
12940;3;15.03.2018-14:13:00;1;0;4
12941;0;18.01.2018-14:01:00;1;0;224
12941;1;24.01.2018-13:46:00;1;0;80
12941;2;25.01.2018-14:00:00;1;0;24
12941;3;15.03.2018-14:13:00;1;0;4
12942;0;18.01.2018-14:01:00;1;0;224
12942;1;24.01.2018-13:46:00;1;0;80
12942;2;25.01.2018-14:00:00;1;0;24
12942;3;15.03.2018-14:13:00;1;0;4
12943;0;18.01.2018-14:01:00;1;0;224
12943;1;24.01.2018-13:46:00;1;0;80
12943;2;25.01.2018-14:00:00;1;0;24
12943;3;15.03.2018-14:13:00;1;0;4
12944;0;18.01.2018-14:01:00;1;0;224
12944;1;24.01.2018-13:46:00;1;0;80
12944;2;25.01.2018-14:00:00;1;0;24
12944;3;15.03.2018-14:13:00;1;0;4
12945;0;18.01.2018-14:01:00;1;0;224
12945;1;24.01.2018-13:46:00;1;0;80
12945;2;25.01.2018-14:00:00;1;0;24
12945;3;15.03.2018-14:13:00;1;0;4
12946;0;18.01.2018-14:01:00;1;0;224
12946;1;26.01.2018-11:28:00;1;0;80
12946;3;22.03.2018-13:31:00;1;0;4
12947;0;18.01.2018-14:01:00;1;0;224
12947;1;26.01.2018-11:28:00;1;0;80
12947;3;22.03.2018-13:31:00;1;0;4
12948;0;18.01.2018-14:01:00;1;0;224
12948;1;26.01.2018-11:28:00;1;0;80
12948;3;22.03.2018-13:31:00;1;0;4
12949;0;18.01.2018-14:01:00;1;0;224
12949;1;26.01.2018-11:28:00;1;0;80
12949;3;22.03.2018-13:31:00;1;0;4
12950;0;18.01.2018-14:01:00;1;0;224
12950;1;26.01.2018-11:28:00;1;0;80
12950;3;22.03.2018-13:31:00;1;0;4
12951;0;18.01.2018-14:01:00;1;0;224
12951;1;26.01.2018-11:28:00;1;0;80
12951;3;22.03.2018-13:31:00;1;0;4
12952;0;18.01.2018-14:01:00;1;0;224
12952;1;26.01.2018-11:28:00;1;0;80
12952;3;22.03.2018-13:31:00;1;0;4
12953;0;18.01.2018-14:01:00;1;0;224
12953;1;26.01.2018-11:28:00;1;0;80
12953;3;22.03.2018-13:31:00;1;0;4
12954;0;18.01.2018-14:01:00;1;0;224
12954;1;26.01.2018-11:28:00;1;0;80
12954;2;08.02.2018-15:05:00;1;0;16
12954;3;22.03.2018-13:31:00;1;0;4
12955;0;18.01.2018-14:01:00;1;0;224
12955;1;24.01.2018-13:46:00;1;0;80
12955;2;25.01.2018-14:00:00;1;0;24
12955;3;15.03.2018-14:13:00;1;0;4
12956;0;18.01.2018-14:01:00;1;0;116
12956;2;25.01.2018-11:23:00;1;0;1
12956;1;26.01.2018-11:49:00;1;0;89
12956;9;26.01.2018-16:22:00;1;0;6
12956;3;22.02.2018-16:15:00;1;0;2
12957;1;19.02.2018-15:05:00;1;0;172
12958;0;18.01.2018-14:08:00;1;0;108
12958;1;07.02.2018-13:12:00;1;0;109
12958;6;07.02.2018-13:17:00;1;0;109
12958;1;07.02.2018-13:40:00;1;0;109
12958;2;21.03.2018-11:05:00;1;0;12
12958;3;13.04.2018-10:37:00;1;0;2
12959;0;18.01.2018-14:08:00;1;0;108
12959;1;07.02.2018-13:11:00;1;0;109
12959;2;21.03.2018-11:05:00;1;0;12
12959;3;13.04.2018-10:37:00;1;0;2
12960;0;18.01.2018-14:08:00;1;0;108
12960;1;29.01.2018-09:02:00;1;0;109
12960;17;29.01.2018-09:02:00;1;0;108
12960;6;29.01.2018-09:16:00;1;0;109
12960;29;29.01.2018-09:17:00;1;0;108
12960;1;29.01.2018-14:59:00;1;0;109
12960;2;27.03.2018-10:38:00;1;0;7
12960;3;26.04.2018-11:50:00;1;0;2
12961;0;18.01.2018-14:09:00;1;0;108
12961;17;09.02.2018-13:26:00;1;0;127
12961;14;22.02.2018-11:25:00;1;0;82
12961;1;05.03.2018-10:02:00;1;0;109
12961;2;06.04.2018-13:24:00;1;0;6
12961;3;24.05.2018-13:32:00;1;0;2
12962;0;18.01.2018-14:09:00;1;0;108
12962;17;09.02.2018-13:26:00;1;0;127
12962;14;22.02.2018-11:26:00;1;0;82
12962;1;05.03.2018-10:03:00;1;0;109
12962;2;06.04.2018-13:24:00;1;0;6
12962;3;24.05.2018-13:32:00;1;0;2
12963;0;18.01.2018-14:12:00;1;0;70
12963;1;01.02.2018-12:04:00;1;0;47
12963;2;05.02.2018-10:51:00;1;0;12
12963;3;07.06.2018-13:10:00;1;0;2
12964;0;18.01.2018-14:12:00;1;0;70
12964;1;01.02.2018-12:04:00;1;0;47
12964;2;05.02.2018-10:51:00;1;0;12
12964;3;07.06.2018-13:10:00;1;0;2
12965;0;18.01.2018-14:12:00;1;0;70
12965;1;01.02.2018-12:04:00;1;0;47
12965;2;05.02.2018-10:51:00;1;0;12
12965;14;14.03.2018-11:45:00;1;0;50
12965;3;07.06.2018-13:10:00;1;0;2
12966;0;18.01.2018-14:12:00;1;0;70
12966;1;01.02.2018-12:04:00;1;0;47
12966;2;05.02.2018-10:51:00;1;0;12
12966;3;07.06.2018-13:10:00;1;0;2
12967;0;18.01.2018-14:12:00;1;0;70
12967;1;01.02.2018-12:04:00;1;0;47
12967;2;05.02.2018-10:51:00;1;0;12
12967;3;07.06.2018-13:10:00;1;0;2
12968;0;18.01.2018-14:12:00;1;0;70
12968;1;08.02.2018-14:03:00;1;0;47
12968;2;09.02.2018-14:17:00;1;0;3
12968;3;07.06.2018-13:10:00;1;0;2
12969;0;18.01.2018-14:12:00;1;0;70
12969;1;01.02.2018-12:04:00;1;0;47
12969;2;05.02.2018-10:51:00;1;0;12
12969;3;07.06.2018-13:10:00;1;0;2
12970;0;18.01.2018-14:12:00;1;0;70
12970;1;01.02.2018-12:04:00;1;0;47
12970;2;05.02.2018-10:51:00;1;0;12
12970;3;07.06.2018-13:10:00;1;0;2
12971;0;18.01.2018-14:12:00;1;0;131
12971;1;23.01.2018-12:34:00;1;0;137
12971;2;31.01.2018-10:56:00;1;0;7
12971;9;05.02.2018-18:05:00;1;0;6
12971;3;05.04.2018-15:49:00;1;0;2
12972;0;18.01.2018-14:20:00;1;0;70
12972;17;22.01.2018-13:35:00;1;0;70
12972;1;31.01.2018-11:54:00;1;0;47
12972;3;24.05.2018-13:33:00;1;0;2
12973;0;18.01.2018-14:20:00;1;0;70
12973;1;31.01.2018-11:58:00;1;0;47
12973;3;24.05.2018-13:33:00;1;0;2
12974;0;18.01.2018-14:20:00;1;0;70
12974;1;31.01.2018-11:54:00;1;0;47
12974;3;24.05.2018-13:33:00;1;0;2
12975;0;18.01.2018-14:20:00;1;0;70
12975;1;31.01.2018-11:54:00;1;0;47
12975;3;24.05.2018-13:33:00;1;0;2
12976;0;18.01.2018-14:20:00;1;0;70
12976;1;31.01.2018-11:58:00;1;0;47
12976;3;24.05.2018-13:33:00;1;0;2
12977;0;18.01.2018-14:20:00;1;0;70
12977;1;31.01.2018-11:54:00;1;0;47
12977;3;24.05.2018-13:33:00;1;0;2
12978;0;18.01.2018-14:20:00;1;0;70
12978;17;22.01.2018-13:35:00;1;0;70
12978;1;31.01.2018-11:54:00;1;0;47
12978;3;24.05.2018-13:33:00;1;0;2
12979;0;18.01.2018-14:20:00;1;0;70
12979;1;31.01.2018-11:58:00;1;0;47
12979;3;24.05.2018-13:33:00;1;0;2
12980;0;18.01.2018-14:20:00;1;0;70
12980;17;22.01.2018-13:35:00;1;0;70
12980;1;31.01.2018-11:54:00;1;0;47
12980;3;24.05.2018-13:33:00;1;0;2
12981;0;18.01.2018-14:20:00;1;0;70
12981;1;31.01.2018-11:54:00;1;0;47
12981;3;24.05.2018-13:33:00;1;0;2
12982;0;18.01.2018-14:20:00;1;0;70
12982;1;31.01.2018-11:58:00;1;0;47
12982;3;24.05.2018-13:33:00;1;0;2
12983;0;18.01.2018-14:20:00;1;0;70
12983;1;31.01.2018-11:58:00;1;0;47
12983;3;24.05.2018-13:33:00;1;0;2
12984;0;18.01.2018-14:20:00;1;0;70
12984;1;31.01.2018-11:58:00;1;0;47
12984;3;24.05.2018-13:33:00;1;0;2
12985;0;18.01.2018-14:20:00;1;0;70
12985;1;31.01.2018-11:58:00;1;0;47
12985;3;24.05.2018-13:33:00;1;0;2
12986;0;18.01.2018-14:20:00;1;0;70
12986;1;31.01.2018-11:54:00;1;0;47
12986;3;24.05.2018-13:33:00;1;0;2
12987;0;18.01.2018-14:20:00;1;0;70
12987;1;02.02.2018-10:28:00;1;0;47
12987;2;10.02.2018-08:23:00;1;0;12
12987;3;24.05.2018-13:32:00;1;0;2
12988;0;18.01.2018-14:20:00;1;0;70
12988;1;02.02.2018-10:28:00;1;0;47
12988;2;10.02.2018-08:23:00;1;0;12
12988;3;24.05.2018-13:32:00;1;0;2
12989;0;18.01.2018-14:20:00;1;0;70
12989;1;02.02.2018-10:28:00;1;0;47
12989;2;10.02.2018-08:23:00;1;0;12
12989;3;24.05.2018-13:32:00;1;0;2
12990;0;18.01.2018-14:20:00;1;0;70
12990;1;02.02.2018-10:28:00;1;0;47
12990;2;10.02.2018-08:23:00;1;0;12
12990;3;24.05.2018-13:32:00;1;0;2
12991;0;18.01.2018-14:20:00;1;0;70
12991;1;06.02.2018-11:01:00;1;0;47
12991;2;06.02.2018-17:31:00;1;0;12
12991;3;07.06.2018-13:10:00;1;0;2
12992;0;18.01.2018-14:20:00;1;0;70
12992;17;30.01.2018-10:32:00;1;0;70
12992;1;08.02.2018-13:55:00;1;0;47
12992;2;09.02.2018-14:07:00;1;0;3
12992;3;07.06.2018-13:10:00;1;0;2
12993;0;18.01.2018-14:20:00;1;0;70
12993;1;06.02.2018-11:01:00;1;0;47
12993;2;06.02.2018-17:31:00;1;0;12
12993;14;14.03.2018-11:42:00;1;0;50
12993;3;07.06.2018-13:10:00;1;0;2
12994;0;18.01.2018-14:20:00;1;0;70
12994;1;06.02.2018-11:01:00;1;0;47
12994;2;06.02.2018-17:31:00;1;0;12
12994;3;07.06.2018-13:10:00;1;0;2
12995;0;18.01.2018-14:20:00;1;0;70
12995;1;06.02.2018-11:01:00;1;0;47
12995;2;06.02.2018-17:31:00;1;0;12
12995;3;07.06.2018-13:10:00;1;0;2
12996;0;18.01.2018-14:21:00;1;0;70
12996;1;02.02.2018-10:30:00;1;0;47
12996;2;12.02.2018-15:42:00;1;0;12
12996;3;24.05.2018-13:32:00;1;0;2
12997;0;18.01.2018-14:21:00;1;0;70
12997;1;02.02.2018-10:30:00;1;0;47
12997;2;12.02.2018-15:42:00;1;0;12
12997;3;24.05.2018-13:32:00;1;0;2
12998;0;18.01.2018-14:21:00;1;0;70
12998;1;02.02.2018-10:30:00;1;0;47
12998;2;12.02.2018-15:42:00;1;0;12
12998;3;24.05.2018-13:32:00;1;0;2
12999;0;18.01.2018-14:21:00;1;0;70
12999;1;31.01.2018-11:57:00;1;0;47
12999;3;24.05.2018-13:33:00;1;0;2
13000;0;18.01.2018-14:21:00;1;0;70
13000;1;02.02.2018-10:30:00;1;0;47
13000;2;12.02.2018-15:42:00;1;0;12
13000;3;24.05.2018-13:32:00;1;0;2
13001;0;18.01.2018-14:21:00;1;0;70
13001;1;02.02.2018-10:30:00;1;0;47
13001;2;12.02.2018-15:42:00;1;0;12
13001;3;24.05.2018-13:32:00;1;0;2
13002;0;18.01.2018-14:21:00;1;0;70
13002;1;31.01.2018-11:57:00;1;0;47
13002;3;24.05.2018-13:33:00;1;0;2
13003;0;18.01.2018-14:21:00;1;0;70
13003;1;02.02.2018-10:30:00;1;0;47
13003;2;12.02.2018-15:42:00;1;0;12
13003;3;24.05.2018-13:32:00;1;0;2
13004;0;18.01.2018-14:21:00;1;0;70
13004;1;02.02.2018-10:30:00;1;0;47
13004;2;12.02.2018-15:42:00;1;0;12
13004;3;24.05.2018-13:32:00;1;0;2
13005;0;18.01.2018-14:21:00;1;0;70
13005;1;31.01.2018-11:57:00;1;0;47
13005;3;24.05.2018-13:33:00;1;0;2
13006;0;18.01.2018-14:21:00;1;0;70
13006;1;02.02.2018-10:30:00;1;0;47
13006;2;12.02.2018-15:42:00;1;0;12
13006;3;24.05.2018-13:32:00;1;0;2
13007;0;18.01.2018-14:25:00;1;0;116
13007;1;30.01.2018-11:48:00;1;0;89
13007;2;31.01.2018-09:22:00;1;0;1
13007;3;22.02.2018-16:15:00;1;0;2
13008;0;18.01.2018-14:25:00;1;0;116
13008;1;30.01.2018-11:48:00;1;0;89
13008;2;31.01.2018-09:22:00;1;0;1
13008;3;22.02.2018-16:15:00;1;0;2
13009;0;18.01.2018-14:25:00;1;0;116
13009;1;30.01.2018-11:49:00;1;0;89
13009;2;31.01.2018-09:22:00;1;0;1
13009;3;22.02.2018-16:15:00;1;0;2
13010;0;18.01.2018-14:25:00;1;0;116
13010;1;30.01.2018-11:49:00;1;0;89
13010;2;31.01.2018-09:22:00;1;0;1
13010;3;22.02.2018-16:15:00;1;0;2
13011;0;18.01.2018-14:25:00;1;0;116
13011;1;30.01.2018-11:50:00;1;0;89
13011;2;31.01.2018-09:22:00;1;0;1
13011;3;22.02.2018-16:15:00;1;0;2
13012;0;18.01.2018-14:25:00;1;0;116
13012;1;30.01.2018-11:50:00;1;0;89
13012;2;31.01.2018-09:22:00;1;0;1
13012;3;22.02.2018-16:15:00;1;0;2
13013;0;18.01.2018-14:25:00;1;0;116
13013;1;30.01.2018-11:51:00;1;0;89
13013;2;31.01.2018-09:22:00;1;0;1
13013;3;22.02.2018-16:15:00;1;0;2
13014;0;18.01.2018-14:25:00;1;0;116
13014;1;30.01.2018-11:51:00;1;0;89
13014;2;31.01.2018-09:22:00;1;0;1
13014;3;22.02.2018-16:15:00;1;0;2
13015;0;18.01.2018-14:25:00;1;0;116
13015;1;30.01.2018-11:52:00;1;0;89
13015;2;31.01.2018-09:22:00;1;0;1
13015;3;22.02.2018-16:15:00;1;0;2
13016;0;18.01.2018-14:26:00;1;0;116
13016;1;30.01.2018-11:52:00;1;0;89
13016;9;05.02.2018-18:06:00;1;0;6
13016;3;22.02.2018-16:15:00;1;0;2
13017;0;18.01.2018-14:31:00;1;0;113
13017;1;01.02.2018-02:35:00;1;0;97
13018;0;18.01.2018-14:31:00;1;0;113
13018;1;25.01.2018-20:58:00;1;0;97
13019;0;18.01.2018-14:31:00;1;0;113
13019;1;02.02.2018-15:17:00;1;0;98
13020;0;18.01.2018-14:31:00;1;0;113
13020;1;25.01.2018-20:58:00;1;0;97
13021;0;18.01.2018-14:31:00;1;0;113
13021;1;26.01.2018-16:39:00;1;0;97
13022;0;18.01.2018-14:31:00;1;0;113
13022;1;26.01.2018-16:39:00;1;0;97
13023;0;18.01.2018-14:31:00;1;0;113
13023;1;26.01.2018-16:39:00;1;0;97
13024;0;18.01.2018-14:31:00;1;0;113
13024;1;26.01.2018-16:39:00;1;0;97
13025;0;18.01.2018-14:31:00;1;0;113
13025;1;25.01.2018-20:58:00;1;0;97
13026;0;18.01.2018-14:31:00;1;0;113
13026;1;29.01.2018-21:52:00;1;0;98
13027;0;18.01.2018-14:31:00;1;0;113
13027;1;13.02.2018-16:23:00;1;0;97
13028;0;18.01.2018-14:31:00;1;0;113
13028;1;29.01.2018-21:52:00;1;0;98
13029;0;18.01.2018-14:31:00;1;0;113
13029;1;29.01.2018-21:52:00;1;0;98
13030;0;18.01.2018-14:31:00;1;0;113
13030;1;29.01.2018-21:52:00;1;0;98
13031;0;18.01.2018-14:31:00;1;0;113
13031;1;26.01.2018-17:24:00;1;0;97
13032;0;18.01.2018-14:31:00;1;0;113
13032;1;28.01.2018-23:46:00;1;0;97
13033;0;18.01.2018-14:31:00;1;0;113
13033;1;26.01.2018-16:39:00;1;0;97
13034;0;18.01.2018-14:31:00;1;0;113
13034;1;26.01.2018-16:39:00;1;0;97
13035;0;18.01.2018-14:31:00;1;0;113
13035;1;13.02.2018-16:23:00;1;0;97
13036;0;18.01.2018-14:31:00;1;0;113
13036;1;16.02.2018-16:00:00;1;0;97
13037;0;18.01.2018-14:31:00;1;0;113
13037;1;25.01.2018-20:58:00;1;0;97
13038;0;18.01.2018-14:31:00;2;1;76
13039;0;18.01.2018-14:32:00;1;0;111
13039;1;24.01.2018-08:01:00;1;0;105
13039;2;24.01.2018-17:49:00;1;0;12
13039;3;05.04.2018-15:48:00;1;0;2
13040;0;18.01.2018-14:44:00;1;0;56
13040;1;22.01.2018-08:22:00;1;0;123
13040;2;23.01.2018-14:56:00;1;0;1
13040;3;15.02.2018-16:00:00;1;0;2
13041;0;18.01.2018-14:45:00;1;0;157
13041;1;21.03.2018-08:13:00;1;0;57
13041;2;20.12.2018-14:18:00;1;0;33
13042;0;18.01.2018-14:45:00;1;0;157
13042;17;08.03.2018-09:08:00;1;0;56
13042;1;08.03.2018-09:33:00;1;0;57
13042;2;17.03.2018-09:44:00;1;0;3
13042;2;19.03.2018-16:51:00;1;0;9
13042;9;22.03.2018-06:36:00;1;0;6
13042;9;23.03.2018-15:51:00;1;0;6
13042;3;10.04.2018-13:11:00;1;0;2
13042;7;20.12.2018-14:18:00;1;0;33
13043;0;18.01.2018-14:45:00;1;0;148
13043;1;18.01.2018-14:46:00;1;0;148
13044;0;18.01.2018-14:47:00;1;0;168
13044;21;18.01.2018-15:15:00;1;0;42
13044;1;22.01.2018-15:13:00;1;0;78
13044;2;23.01.2018-09:47:00;1;0;16
13044;3;29.03.2018-15:08:00;1;0;2
13045;0;18.01.2018-14:52:00;1;0;186
13045;1;06.02.2018-13:17:00;1;0;47
13046;0;18.01.2018-14:55:00;1;0;186
13046;1;05.02.2018-17:05:00;1;0;47
13047;0;18.01.2018-15:00:00;1;0;111
13047;1;05.03.2018-10:57:00;1;0;110
13047;14;16.03.2018-15:05:00;1;0;93
13047;9;16.03.2018-16:28:00;1;0;6
13047;3;26.04.2018-11:14:00;1;0;2
13048;0;18.01.2018-15:00:00;1;0;111
13048;1;08.03.2018-08:00:00;1;0;162
13048;3;26.04.2018-11:14:00;1;0;2
13049;0;18.01.2018-15:00:00;1;0;111
13049;1;08.03.2018-16:43:00;1;0;137
13049;8;19.03.2018-16:04:00;1;0;111
13049;14;20.03.2018-10:37:00;1;0;93
13049;9;20.03.2018-15:39:00;1;0;6
13049;3;26.04.2018-11:14:00;1;0;2
13050;0;18.01.2018-15:02:00;1;0;186
13050;21;19.01.2018-16:05:00;1;0;42
13050;1;15.02.2018-09:20:00;1;0;48
13050;17;01.03.2018-09:22:00;1;0;186
13050;17;01.03.2018-09:23:00;1;0;186
13050;8;01.03.2018-10:00:00;1;0;186
13050;1;01.03.2018-10:33:00;1;0;47
13051;0;18.01.2018-15:12:00;1;0;186
13051;1;05.02.2018-13:48:00;1;0;47
13052;0;18.01.2018-15:13:00;1;0;177
13052;15;15.02.2018-16:32:00;1;0;177
